prompt_id,prompt_text,aspect_ratio,style
moodnose_ylang_ylang_icon,"Editorial minimal vector icon of ylang ylang, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_cardamom_icon,"Editorial minimal vector icon of cardamom, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_sichuan_pepper_icon,"Editorial minimal vector icon of sichuan pepper, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_neroli_icon,"Editorial minimal vector icon of neroli, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_tobacco_leaf_icon,"Editorial minimal vector icon of tobacco leaf, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_incense_icon,"Editorial minimal vector icon of incense, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_juniper_berries_icon,"Editorial minimal vector icon of juniper berries, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_leather_icon,"Editorial minimal vector icon of leather, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_cypriol_oil_icon,"Editorial minimal vector icon of cypriol oil, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_peach_icon,"Editorial minimal vector icon of peach, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_apple_icon,"Editorial minimal vector icon of apple, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_coconut_icon,"Editorial minimal vector icon of coconut, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_honey_icon,"Editorial minimal vector icon of honey, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_cinnamon_icon,"Editorial minimal vector icon of cinnamon, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_clove_icon,"Editorial minimal vector icon of clove, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_nutmeg_icon,"Editorial minimal vector icon of nutmeg, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_black_pepper_icon,"Editorial minimal vector icon of black pepper, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_pine_icon,"Editorial minimal vector icon of pine, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_oakmoss_icon,"Editorial minimal vector icon of oakmoss, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_frankincense_icon,"Editorial minimal vector icon of frankincense, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_myrrh_icon,"Editorial minimal vector icon of myrrh, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_labdanum_icon,"Editorial minimal vector icon of labdanum, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_ambergris_icon,"Editorial minimal vector icon of ambergris, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_sea_salt_icon,"Editorial minimal vector icon of sea salt, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_sage_icon,"Editorial minimal vector icon of sage, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_thyme_icon,"Editorial minimal vector icon of thyme, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_mint_icon,"Editorial minimal vector icon of mint, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_basil_icon,"Editorial minimal vector icon of basil, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_coriander_icon,"Editorial minimal vector icon of coriander, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_star_anise_icon,"Editorial minimal vector icon of star anise, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_chocolate_icon,"Editorial minimal vector icon of chocolate, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_coffee_icon,"Editorial minimal vector icon of coffee, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_pear_icon,"Editorial minimal vector icon of pear, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_lime_icon,"Editorial minimal vector icon of lime, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_grapefruit_icon,"Editorial minimal vector icon of grapefruit, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_orange_icon,"Editorial minimal vector icon of orange, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_lime_peel_icon,"Editorial minimal vector icon of lime peel, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_bergamot_leaf_icon,"Editorial minimal vector icon of bergamot leaf, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_neroli_flower_icon,"Editorial minimal vector icon of neroli flower, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_rose_damask_icon,"Editorial minimal vector icon of rose damask, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_iris_root_icon,"Editorial minimal vector icon of iris root, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_violet_icon,"Editorial minimal vector icon of violet, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_freesia_icon,"Editorial minimal vector icon of freesia, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_lilac_icon,"Editorial minimal vector icon of lilac, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_magnolia_icon,"Editorial minimal vector icon of magnolia, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_gardenia_icon,"Editorial minimal vector icon of gardenia, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_tuberose_icon,"Editorial minimal vector icon of tuberose, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_osmanthus_icon,"Editorial minimal vector icon of osmanthus, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_mimosa_icon,"Editorial minimal vector icon of mimosa, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_heliotrope_icon,"Editorial minimal vector icon of heliotrope, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_geranium_icon,"Editorial minimal vector icon of geranium, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_peony_icon,"Editorial minimal vector icon of peony, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_amberwood_icon,"Editorial minimal vector icon of amberwood, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_driftwood_icon,"Editorial minimal vector icon of driftwood, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_palo_santo_icon,"Editorial minimal vector icon of palo santo, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_oakwood_icon,"Editorial minimal vector icon of oakwood, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_cashmeran_icon,"Editorial minimal vector icon of cashmeran, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_iso_e_super_icon,"Editorial minimal vector icon of iso e super, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_benzoin_icon,"Editorial minimal vector icon of benzoin, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_opoponax_icon,"Editorial minimal vector icon of opoponax, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_styrax_icon,"Editorial minimal vector icon of styrax, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_saffron_icon,"Editorial minimal vector icon of saffron, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_ginger_icon,"Editorial minimal vector icon of ginger, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_turmeric_icon,"Editorial minimal vector icon of turmeric, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_pink_pepper_icon,"Editorial minimal vector icon of pink pepper, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_cinnamon_leaf_icon,"Editorial minimal vector icon of cinnamon leaf, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_clary_sage_icon,"Editorial minimal vector icon of clary sage, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_green_tea_icon,"Editorial minimal vector icon of green tea, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_mate_icon,"Editorial minimal vector icon of mate, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_eucalyptus_icon,"Editorial minimal vector icon of eucalyptus, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_aloe_vera_icon,"Editorial minimal vector icon of aloe vera, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_bamboo_icon,"Editorial minimal vector icon of bamboo, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_pineapple_icon,"Editorial minimal vector icon of pineapple, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_melon_icon,"Editorial minimal vector icon of melon, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_cassis_icon,"Editorial minimal vector icon of cassis, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_cherry_blossom_icon,"Editorial minimal vector icon of cherry blossom, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_apple_blossom_icon,"Editorial minimal vector icon of apple blossom, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_praline_icon,"Editorial minimal vector icon of praline, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_sugar_icon,"Editorial minimal vector icon of sugar, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_caramel_icon,"Editorial minimal vector icon of caramel, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_cacao_icon,"Editorial minimal vector icon of cacao, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
moodnose_vanillin_icon,"Editorial minimal vector icon of vanillin, flat fill, clean contour, transparent background, Moodnose Essence Icon style.",1:1,Graphic
