prompt_id,prompt_text,aspect_ratio,style
moodnose_ylang_ylang_photo,"Photorealistic macro photo of ylang ylang ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_cardamom_photo,"Photorealistic macro photo of cardamom ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_sichuan_pepper_photo,"Photorealistic macro photo of sichuan pepper ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_neroli_photo,"Photorealistic macro photo of neroli ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_tobacco_leaf_photo,"Photorealistic macro photo of tobacco leaf ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_incense_photo,"Photorealistic macro photo of incense ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_juniper_berries_photo,"Photorealistic macro photo of juniper berries ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_leather_photo,"Photorealistic macro photo of leather ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_cypriol_oil_photo,"Photorealistic macro photo of cypriol oil ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_peach_photo,"Photorealistic macro photo of peach ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_apple_photo,"Photorealistic macro photo of apple ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_coconut_photo,"Photorealistic macro photo of coconut ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_honey_photo,"Photorealistic macro photo of honey ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_cinnamon_photo,"Photorealistic macro photo of cinnamon ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_clove_photo,"Photorealistic macro photo of clove ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_nutmeg_photo,"Photorealistic macro photo of nutmeg ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_black_pepper_photo,"Photorealistic macro photo of black pepper ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_pine_photo,"Photorealistic macro photo of pine ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_oakmoss_photo,"Photorealistic macro photo of oakmoss ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_frankincense_photo,"Photorealistic macro photo of frankincense ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_myrrh_photo,"Photorealistic macro photo of myrrh ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_labdanum_photo,"Photorealistic macro photo of labdanum ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_ambergris_photo,"Photorealistic macro photo of ambergris ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_sea_salt_photo,"Photorealistic macro photo of sea salt ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_sage_photo,"Photorealistic macro photo of sage ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_thyme_photo,"Photorealistic macro photo of thyme ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_mint_photo,"Photorealistic macro photo of mint ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_basil_photo,"Photorealistic macro photo of basil ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_coriander_photo,"Photorealistic macro photo of coriander ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_star_anise_photo,"Photorealistic macro photo of star anise ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_chocolate_photo,"Photorealistic macro photo of chocolate ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_coffee_photo,"Photorealistic macro photo of coffee ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_pear_photo,"Photorealistic macro photo of pear ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_lime_photo,"Photorealistic macro photo of lime ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_grapefruit_photo,"Photorealistic macro photo of grapefruit ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_orange_photo,"Photorealistic macro photo of orange ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_lime_peel_photo,"Photorealistic macro photo of lime peel ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_bergamot_leaf_photo,"Photorealistic macro photo of bergamot leaf ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_neroli_flower_photo,"Photorealistic macro photo of neroli flower ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_rose_damask_photo,"Photorealistic macro photo of rose damask ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_iris_root_photo,"Photorealistic macro photo of iris root ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_violet_photo,"Photorealistic macro photo of violet ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_freesia_photo,"Photorealistic macro photo of freesia ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_lilac_photo,"Photorealistic macro photo of lilac ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_magnolia_photo,"Photorealistic macro photo of magnolia ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_gardenia_photo,"Photorealistic macro photo of gardenia ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_tuberose_photo,"Photorealistic macro photo of tuberose ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_osmanthus_photo,"Photorealistic macro photo of osmanthus ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_mimosa_photo,"Photorealistic macro photo of mimosa ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_heliotrope_photo,"Photorealistic macro photo of heliotrope ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_geranium_photo,"Photorealistic macro photo of geranium ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_peony_photo,"Photorealistic macro photo of peony ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_amberwood_photo,"Photorealistic macro photo of amberwood ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_driftwood_photo,"Photorealistic macro photo of driftwood ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_palo_santo_photo,"Photorealistic macro photo of palo santo ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_oakwood_photo,"Photorealistic macro photo of oakwood ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_cashmeran_photo,"Photorealistic macro photo of cashmeran ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_iso_e_super_photo,"Photorealistic macro photo of iso e super ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_benzoin_photo,"Photorealistic macro photo of benzoin ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_opoponax_photo,"Photorealistic macro photo of opoponax ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_styrax_photo,"Photorealistic macro photo of styrax ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_saffron_photo,"Photorealistic macro photo of saffron ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_ginger_photo,"Photorealistic macro photo of ginger ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_turmeric_photo,"Photorealistic macro photo of turmeric ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_pink_pepper_photo,"Photorealistic macro photo of pink pepper ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_cinnamon_leaf_photo,"Photorealistic macro photo of cinnamon leaf ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_clary_sage_photo,"Photorealistic macro photo of clary sage ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_green_tea_photo,"Photorealistic macro photo of green tea ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_mate_photo,"Photorealistic macro photo of mate ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_eucalyptus_photo,"Photorealistic macro photo of eucalyptus ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_aloe_vera_photo,"Photorealistic macro photo of aloe vera ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_bamboo_photo,"Photorealistic macro photo of bamboo ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_pineapple_photo,"Photorealistic macro photo of pineapple ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_melon_photo,"Photorealistic macro photo of melon ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_cassis_photo,"Photorealistic macro photo of cassis ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_cherry_blossom_photo,"Photorealistic macro photo of cherry blossom ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_apple_blossom_photo,"Photorealistic macro photo of apple blossom ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_praline_photo,"Photorealistic macro photo of praline ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_sugar_photo,"Photorealistic macro photo of sugar ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_caramel_photo,"Photorealistic macro photo of caramel ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_cacao_photo,"Photorealistic macro photo of cacao ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
moodnose_vanillin_photo,"Photorealistic macro photo of vanillin ingredient, soft daylight, transparent background, elegant fragrance product photography.",1:1,Photo
