prompt_id,prompt_text,aspect_ratio,style
tonwerk_creative_recording_studio,"3D clay model of miniature professional recording studio setup. Mixing console with colorful buttons, microphone stand, monitor speakers, acoustic panels on walls. Warm orange and cream color scheme. Detailed but approachable, cozy creative space. Transparent background.",16:9,Illustration
tonwerk_creative_palette,"3D clay model of traditional wooden artist palette with paint blobs in warm colors (orange, peach, cream, brown). Several brushes with soft rounded bristles. Matte clay texture, creative and inviting feel. Transparent background, soft lighting.",1:1,Illustration
tonwerk_creative_typewriter,"3D clay model of vintage typewriter with rounded keys and warm orange-cream color scheme. Soft matte finish, nostalgic writing tool. Paper sheet visible in carriage. Cozy creative atmosphere. Transparent background.",1:1,Illustration
tonwerk_food_glazy_burger,"3D clay model of towering burger with multiple layers. Glossy bun with sesame seeds, cheese, lettuce, tomato, patty in exaggerated stacked formation. Warm orange-brown tones with cream and peach accents. Slightly glossy glazy finish but still clay-like. Playful proportions. Transparent background.",1:1,Illustration
tonwerk_food_pizza_slice,"3D clay model of single pizza slice with melted cheese stretching. Warm orange-red sauce, cream-colored cheese, brown crust. Slightly glossy cheese surface, matte crust. Appetizing and playful food metaphor. Transparent background.",1:1,Illustration
tonwerk_food_watermelon_slice,"3D clay model of watermelon slice with pink-orange flesh, black seeds as small dots, and green rind. Fresh and juicy appearance with slightly glossy surface on fruit. Summery and refreshing vibe. Transparent background, soft lighting.",1:1,Illustration
tonwerk_food_lunch_box,"3D clay model of colorful bento lunch box with compartments visible from above. Various food items in warm colors: orange rice, peach-colored protein, cream-colored sides. Organized and appetizing presentation. Matte finish, transparent background.",1:1,Illustration
tonwerk_food_coffee_cup,"3D clay model of steaming coffee cup on saucer surrounded by coffee beans. Warm brown and cream colors, visible steam swirls. Cozy morning atmosphere, matte clay texture. Transparent background.",1:1,Illustration
tonwerk_tech_rotary_phone,"3D clay model of classic rotary dial telephone in warm orange color with cream handset. Soft rounded form, nostalgic telephone service concept. Matte clay texture, cozy and approachable. Transparent background.",1:1,Illustration
tonwerk_tech_pbx_system,"3D clay model abstract representation of PBX phone system. Simplified server/box shape with multiple connection ports shown as colorful rounded plugs. Warm orange body with cream and peach connection elements. Technical but approachable. Transparent background.",1:1,Illustration
tonwerk_tech_scooter,"3D clay model of classic Italian scooter/Vespa in warm orange color. Rounded forms, chrome details in cream color. Retro mobility and delivery service concept. Matte clay finish with some glossy accents. Transparent background.",1:1,Illustration
tonwerk_tech_computer,"3D clay model of vintage desktop computer with CRT monitor and keyboard. Warm beige-orange color scheme reminiscent of 1980s-90s computers. Rounded edges, nostalgic tech aesthetic. Matte clay texture, transparent background.",1:1,Illustration
tonwerk_tech_robot_helper,"3D clay model of friendly robot helping with tasks. Rounded cylindrical body in warm orange, cream-colored display screen face showing simple smile. Articulated arms in soft shapes. Helpful AI assistant concept, cozy and non-threatening. Transparent background.",1:1,Illustration
tonwerk_icon_play_button,"3D clay icon of triangular play button in warm orange, raised from circular cream-colored base. Soft shadows, matte finish, simple and clean design for audio player interface. Transparent background.",1:1,Graphic
tonwerk_icon_microphone,"Simplified 3D clay icon of microphone shape - rounded capsule on short stand. Solid warm orange color, matte finish, minimal details for icon usage. Transparent background, consistent with Tonwerk icon style.",1:1,Graphic
tonwerk_icon_phone_handset,"3D clay icon of classic telephone handset in curved shape. Warm orange color, simplified form suitable for UI. Matte texture, soft rounded edges. Transparent background.",1:1,Graphic
tonwerk_icon_music_note,"3D clay icon of musical eighth note in warm orange. Clean simplified shape with soft rounded edges, suitable for UI and branding. Matte finish, transparent background.",1:1,Graphic
tonwerk_icon_star_badge,"3D clay icon of five-pointed star with soft rounded tips. Warm orange-to-peach gradient, matte finish, slight raise for depth. Quality indicator or badge concept. Transparent background.",1:1,Graphic
tonwerk_icon_clock,"3D clay icon of round clock face showing 10:10 time with simplified hands. Warm orange frame with cream-colored face. Matte texture, clean design for UI. Transparent background.",1:1,Graphic
tonwerk_mascot_audio_character,"3D clay character mascot representing Tonwerk brand. Friendly anthropomorphic audio wave or sound blob with simple face (two dots for eyes, curved line smile). Warm orange body with peach shading, rounded soft form. Standing pose with subtle arms. Cozy and approachable personality. Transparent background.",1:1,Illustration
tonwerk_character_operator,"3D clay character of friendly vintage telephone operator. Simple humanoid form with headset, warm color palette (orange uniform, cream skin tones). Retro but modern interpretation, welcoming gesture. Matte clay texture, transparent background.",1:1,Illustration
tonwerk_decoration_sound_waves,"3D clay illustration of abstract sound waves flowing in curved motion. Warm orange to peach gradient, soft rounded wave forms. Can be used as decorative element or background. Semi-transparent for layering, matte finish.",16:9,Illustration
tonwerk_decoration_blob_set,"Set of three 3D clay organic blob shapes in different sizes. Warm color variations: orange, peach, and cream. Soft rounded forms for background decorations. Matte texture, can overlap for depth. Transparent backgrounds.",1:1,Illustration
tonwerk_decoration_confetti,"3D clay illustration of falling confetti pieces in Tonwerk colors - orange, peach, cream, purple, pink. Various shapes (circles, rectangles, triangles) in soft rounded clay form. Celebratory and playful mood. Transparent background.",16:9,Illustration
