prompt_id,prompt_text,aspect_ratio,style
moodnose_incense_smoke_photo,"Photorealistic macro photo of incense smoke, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_resins_photo,"Photorealistic conceptual macro visualization of resins, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_whiskey_photo,"Photorealistic macro photo of whiskey, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_rum_photo,"Photorealistic macro photo of rum, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_brandy_photo,"Photorealistic macro photo of brandy, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_cognac_photo,"Photorealistic macro photo of cognac, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_wine_photo,"Photorealistic macro photo of wine, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_champagne_photo,"Photorealistic macro photo of champagne, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_absinthe_photo,"Photorealistic macro photo of absinthe, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_oakwood_photo,"Photorealistic conceptual macro visualization of oakwood, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_cedar_leaves_photo,"Photorealistic macro photo of cedar leaves, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_pine_resin_photo,"Photorealistic conceptual macro visualization of pine resin, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_earth_photo,"Photorealistic macro photo of earth, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_soil_photo,"Photorealistic conceptual macro visualization of soil, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_moss_photo,"Photorealistic macro photo of moss, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_leather_accord_photo,"Photorealistic conceptual macro visualization of leather accord, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_suede_photo,"Photorealistic macro photo of suede, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_powder_photo,"Photorealistic conceptual macro visualization of powder, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_makeup_notes_photo,"Photorealistic conceptual macro visualization of makeup notes, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_lipstick_accord_photo,"Photorealistic conceptual macro visualization of lipstick accord, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_paper_photo,"Photorealistic macro photo of paper, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_ink_photo,"Photorealistic macro photo of ink, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_rubber_photo,"Photorealistic macro photo of rubber, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_plastic_photo,"Photorealistic conceptual macro visualization of plastic, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_gasoline_photo,"Photorealistic conceptual macro visualization of gasoline, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_petrol_photo,"Photorealistic macro photo of petrol, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_amberwood_photo,"Photorealistic conceptual macro visualization of amberwood, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_driftwood_photo,"Photorealistic conceptual macro visualization of driftwood, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_palo_santo_photo,"Photorealistic macro photo of palo santo, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_mahogany_photo,"Photorealistic macro photo of mahogany, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_rosewood_photo,"Photorealistic conceptual macro visualization of rosewood, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_bamboo_leaf_photo,"Photorealistic macro photo of bamboo leaf, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_green_tea_photo,"Photorealistic macro photo of green tea, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_black_tea_photo,"Photorealistic macro photo of black tea, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_white_tea_photo,"Photorealistic macro photo of white tea, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_mate_photo,"Photorealistic macro photo of mate, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_yerba_mate_photo,"Photorealistic macro photo of yerba mate, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_coffee_aroma_photo,"Photorealistic macro photo of coffee aroma, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_chocolate_accord_photo,"Photorealistic conceptual macro visualization of chocolate accord, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_cacao_shell_photo,"Photorealistic macro photo of cacao shell, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_caramelized_sugar_photo,"Photorealistic macro photo of caramelized sugar, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_burnt_sugar_photo,"Photorealistic macro photo of burnt sugar, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_cotton_candy_photo,"Photorealistic macro photo of cotton candy, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_honeycomb_photo,"Photorealistic macro photo of honeycomb, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_milk_photo,"Photorealistic macro photo of milk, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_cream_photo,"Photorealistic macro photo of cream, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_coconut_milk_photo,"Photorealistic macro photo of coconut milk, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_almond_photo,"Photorealistic macro photo of almond, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_hazelnut_photo,"Photorealistic macro photo of hazelnut, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_peanut_photo,"Photorealistic macro photo of peanut, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_fig_photo,"Photorealistic macro photo of fig, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_tomato_leaf_photo,"Photorealistic macro photo of tomato leaf, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_apple_blossom_photo,"Photorealistic macro photo of apple blossom, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_cherry_blossom_photo,"Photorealistic macro photo of cherry blossom, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_pear_blossom_photo,"Photorealistic macro photo of pear blossom, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_magnolia_leaf_photo,"Photorealistic macro photo of magnolia leaf, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_neroli_flower_photo,"Photorealistic macro photo of neroli flower, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_tiare_flower_photo,"Photorealistic macro photo of tiare flower, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_gardenia_leaf_photo,"Photorealistic macro photo of gardenia leaf, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_osmanthus_leaf_photo,"Photorealistic macro photo of osmanthus leaf, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_violet_leaf_photo,"Photorealistic macro photo of violet leaf, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_iris_root_photo,"Photorealistic macro photo of iris root, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_amber_resin_photo,"Photorealistic conceptual macro visualization of amber resin, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_benzoin_photo,"Photorealistic macro photo of benzoin, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_opoponax_photo,"Photorealistic macro photo of opoponax, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_styrax_photo,"Photorealistic macro photo of styrax, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_labdanum_resinoid_photo,"Photorealistic conceptual macro visualization of labdanum resinoid, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_tonka_absolute_photo,"Photorealistic macro photo of tonka absolute, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_sandalwood_oil_photo,"Photorealistic conceptual macro visualization of sandalwood oil, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_patchouli_oil_photo,"Photorealistic conceptual macro visualization of patchouli oil, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_cedar_oil_photo,"Photorealistic conceptual macro visualization of cedar oil, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_vetiver_oil_photo,"Photorealistic conceptual macro visualization of vetiver oil, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_musk_ketone_photo,"Photorealistic conceptual macro visualization of musk ketone, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_white_musk_photo,"Photorealistic conceptual macro visualization of white musk, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_animalic_notes_photo,"Photorealistic conceptual macro visualization of animalic notes, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_clean_musk_photo,"Photorealistic conceptual macro visualization of clean musk, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_soap_accord_photo,"Photorealistic conceptual macro visualization of soap accord, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_fresh_air_photo,"Photorealistic conceptual macro visualization of fresh air, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_rain_photo,"Photorealistic conceptual macro visualization of rain, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_cloud_accord_photo,"Photorealistic conceptual macro visualization of cloud accord, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
moodnose_cotton_photo,"Photorealistic macro photo of cotton, isolated on transparent background, soft daylight, elegant fragrance ingredient look.",1:1,Photo
moodnose_linen_photo,"Photorealistic conceptual macro visualization of linen, representing its olfactory character through symbolic materials, crystalline forms, or abstract lighting, soft daylight, transparent background, refined fragrance photography aesthetic.",1:1,Photo
